1.000000000000000000e+00,1.804041712274447562e+01
1.018036072144288484e+00,1.828709397346782595e+01
1.036072144288577190e+00,1.844094735979560440e+01
1.054108216432865675e+00,1.908688665249122351e+01
1.072144288577154381e+00,1.938693518356986090e+01
1.090180360721442865e+00,1.880476464559965422e+01
1.108216432865731349e+00,1.636551707917092813e+01
1.126252505010020055e+00,1.787508356838860379e+01
1.144288577154308539e+00,1.893159791185945195e+01
1.162324649298597246e+00,1.830654590178182062e+01
1.180360721442885730e+00,1.860269457478096555e+01
1.198396793587174436e+00,1.688663781929442465e+01
1.216432865731462920e+00,1.650003293426124529e+01
1.234468937875751404e+00,1.759553708902794966e+01
1.252505010020040110e+00,1.615888675242041117e+01
1.270541082164328595e+00,1.718618819324848346e+01
1.288577154308617301e+00,1.662580051649585400e+01
1.306613226452905785e+00,1.466912342760629961e+01
1.324649298597194491e+00,1.604651635732163584e+01
1.342685370741482975e+00,1.542368842782254923e+01
1.360721442885771459e+00,1.562369296144646214e+01
1.378757515030060166e+00,1.383251512927187576e+01
1.396793587174348650e+00,1.621102585457682110e+01
1.414829659318637356e+00,1.411309572155020753e+01
1.432865731462925840e+00,1.397928814816227927e+01
1.450901803607214546e+00,1.479782234804396168e+01
1.468937875751503030e+00,1.296368017094773784e+01
1.486973947895791515e+00,1.447902360885005990e+01
1.505010020040080221e+00,1.188998872891140657e+01
1.523046092184368705e+00,1.161575526321301943e+01
1.541082164328657189e+00,1.349739732093456190e+01
1.559118236472945895e+00,1.163897472617279227e+01
1.577154308617234602e+00,1.187627914582933641e+01
1.595190380761523086e+00,1.265830841705505883e+01
1.613226452905811570e+00,1.174144758528029087e+01
1.631262525050100276e+00,1.062122525474171653e+01
1.649298597194388760e+00,1.062999651091604747e+01
1.667334669338677244e+00,9.306642506780431034e+00
1.685370741482965951e+00,1.121637619455451684e+01
1.703406813627254657e+00,8.993173759122083055e+00
1.721442885771543141e+00,1.014395321454743559e+01
1.739478957915831625e+00,9.431165349601817738e+00
1.757515030060120331e+00,1.069488748075268347e+01
1.775551102204408815e+00,9.109325866007957018e+00
1.793587174348697300e+00,9.830917926555716946e+00
1.811623246492986006e+00,9.236643245141678449e+00
1.829659318637274712e+00,8.390146601958225148e+00
1.847695390781563196e+00,6.637024326762947624e+00
1.865731462925851680e+00,8.810382903472472549e+00
1.883767535070140386e+00,8.092059140584554555e+00
1.901803607214428871e+00,7.267697327815417552e+00
1.919839679358717355e+00,7.715607713422055980e+00
1.937875751503006061e+00,6.455532847169004107e+00
1.955911823647294767e+00,6.559643824938492074e+00
1.973947895791583251e+00,4.132803133617858116e+00
1.991983967935871735e+00,4.580224797436836859e+00
2.010020040080160442e+00,4.289362122384339671e+00
2.028056112224448704e+00,3.717247620688973964e+00
2.046092184368737410e+00,4.160767932006292469e+00
2.064128256513026116e+00,3.052942352995008157e+00
2.082164328657314378e+00,4.167232318856850526e+00
2.100200400801603529e+00,1.590947295928870187e+00
2.118236472945891791e+00,3.201390348171001321e+00
2.136272545090180497e+00,1.076016527594469308e+00
2.154308617234469203e+00,1.107763503823628426e+00
2.172344689378757465e+00,1.408492666252561643e+00
2.190380761523046171e+00,8.996528365777813896e-01
2.208416833667334878e+00,9.054643074960404547e-01
2.226452905811623140e+00,1.139441982408468945e+00
2.244488977955911846e+00,-5.773830427227554241e-01
2.262525050100200552e+00,5.661046100490769728e-01
2.280561122244488814e+00,2.790722302471161376e-01
2.298597194388777520e+00,-5.200299462349766699e-02
2.316633266533066227e+00,2.032755611828547249e-01
2.334669338677354489e+00,-1.758173731177914423e-01
2.352705410821643639e+00,-1.159770148604074125e+00
2.370741482965931901e+00,-8.921546582232626754e-01
2.388777555110220163e+00,-1.273538927847520874e+00
2.406813627254509314e+00,-4.204567944670935198e+00
2.424849699398797576e+00,-3.644502871275566491e+00
2.442885771543086282e+00,-3.434354107581521820e+00
2.460921843687374988e+00,-2.930928563564068501e+00
2.478957915831663250e+00,-3.114322576937175846e+00
2.496993987975951956e+00,-4.275200823489539559e+00
2.515030060120240663e+00,-5.825764422814651233e+00
2.533066132264528925e+00,-5.127952921955053256e+00
2.551102204408817631e+00,-4.340406467494435816e+00
2.569138276553106337e+00,-4.555213708290676067e+00
2.587174348697394599e+00,-5.717136858747068118e+00
2.605210420841683749e+00,-7.477630388498006653e+00
2.623246492985972012e+00,-6.012374851240988249e+00
2.641282565130260274e+00,-6.010242477733286570e+00
2.659318637274549424e+00,-8.132047173156712105e+00
2.677354709418837686e+00,-8.081189269856329460e+00
2.695390781563126392e+00,-9.034683579042988910e+00
2.713426853707415098e+00,-7.818661110158744876e+00
2.731462925851703361e+00,-7.786775851394205361e+00
2.749498997995992067e+00,-9.183351138449868500e+00
2.767535070140280773e+00,-9.406639945335484754e+00
2.785571142284569035e+00,-1.097343007063801679e+01
2.803607214428857741e+00,-1.161777828178485450e+01
2.821643286573146447e+00,-1.060474325121919925e+01
2.839679358717434710e+00,-1.177495391728197127e+01
2.857715430861723416e+00,-1.220772218281504706e+01
2.875751503006012122e+00,-1.020013654513205914e+01
2.893787575150300384e+00,-1.293244865693790224e+01
2.911823647294589534e+00,-1.264188780036341875e+01
2.929859719438877796e+00,-1.283627511639849494e+01
2.947895791583166503e+00,-1.220230805932916240e+01
2.965931863727455209e+00,-1.405906504474664231e+01
2.983967935871743471e+00,-1.163873729993793305e+01
3.002004008016032177e+00,-1.408423554597838034e+01
3.020040080160320883e+00,-1.211197132978759683e+01
3.038076152304609145e+00,-1.456513268477315748e+01
3.056112224448897852e+00,-1.270186368296574209e+01
3.074148296593186558e+00,-1.442884613242275194e+01
3.092184368737474820e+00,-1.441615186148158756e+01
3.110220440881763526e+00,-1.439563162147631026e+01
3.128256513026052232e+00,-1.512467500352762606e+01
3.146292585170340939e+00,-1.432637181703019280e+01
3.164328657314629201e+00,-1.636440357462284467e+01
